accuracy;context;datetaken;datetakengranularity;datetakenunknown;description;farm;geo_is_contact;geo_is_family;geo_is_friend;geo_is_public;height_c;id;isfamily;isfriend;ispublic;latitude;license;longitude;owner;ownername;place_id;secret;server;species_word;tags;title;url_c;width_c;woeid
13;0;2018-08-09 10:46:51;0;0;b'Swan Family with Cygnets ~ Mute Swan ~ Cygnus olor ~ Cygne tubercul\xc3\xa9 ~ Amagansett, Long Island, New York.';2;0.0;0.0;0.0;1.0;437;29364429847;0;0;1;40.971937;2;-72.117519;47448228@N07;RachidH;UsWkV2FTUb_Geb4P;d432dbdc52;1872;Cygnus olor;b'birds swan muteswan cygnusolor cygnetubercul\xc3\xa9 cygne cygnet swanfamily ocean atlanticocean amagansett li longisland ny newyork rachidh nature';b'DSC_0821';https://farm2.staticflickr.com/1872/29364429847_d432dbdc52_c.jpg;800;2354083.0
13;0;2018-08-09 10:46:22;0;0;b'Swan Family with Cygnets ~ Mute Swan ~ Cygnus olor ~ Cygne tubercul\xc3\xa9 ~ Amagansett, Long Island, New York.';2;0.0;0.0;0.0;1.0;510;29364424697;0;0;1;40.971937;2;-72.117519;47448228@N07;RachidH;UsWkV2FTUb_Geb4P;70561db47c;1887;Cygnus olor;b'birds swan muteswan cygnusolor cygnetubercul\xc3\xa9 cygne cygnet swanfamily ocean atlanticocean amagansett li longisland ny newyork rachidh nature';b'DSC_0813';https://farm2.staticflickr.com/1887/29364424697_70561db47c_c.jpg;800;2354083.0
13;0;2018-08-09 10:45:04;0;0;b'Swan Family with Cygnets ~ Mute Swan ~ Cygnus olor ~ Cygne tubercul\xc3\xa9 ~ Amagansett, Long Island, New York.';2;0.0;0.0;0.0;1.0;441;29364423727;0;0;1;40.971937;2;-72.117519;47448228@N07;RachidH;UsWkV2FTUb_Geb4P;a266570395;1854;Cygnus olor;b'birds swan muteswan cygnusolor cygnetubercul\xc3\xa9 cygne cygnet swanfamily ocean atlanticocean amagansett li longisland ny newyork rachidh nature';b'DSC_0796';https://farm2.staticflickr.com/1854/29364423727_a266570395_c.jpg;800;2354083.0
13;0;2018-08-09 10:44:41;0;0;b'Swan Family with Cygnets ~ Mute Swan ~ Cygnus olor ~ Cygne tubercul\xc3\xa9 ~ Amagansett, Long Island, New York.';2;0.0;0.0;0.0;1.0;486;43583107444;0;0;1;40.971937;2;-72.117519;47448228@N07;RachidH;UsWkV2FTUb_Geb4P;44f157f328;1861;Cygnus olor;b'birds swan muteswan cygnusolor cygnetubercul\xc3\xa9 cygne cygnet swanfamily ocean atlanticocean amagansett li longisland ny newyork rachidh nature';b'DSC_0785';https://farm2.staticflickr.com/1861/43583107444_44f157f328_c.jpg;800;2354083.0
13;0;2018-08-09 10:44:40;0;0;b'Swan Family with Cygnets ~ Mute Swan ~ Cygnus olor ~ Cygne tubercul\xc3\xa9 ~ Amagansett, Long Island, New York.';2;0.0;0.0;0.0;1.0;448;43583106904;0;0;1;40.971937;2;-72.117519;47448228@N07;RachidH;UsWkV2FTUb_Geb4P;7c8233fd24;1865;Cygnus olor;b'birds swan muteswan cygnusolor cygnetubercul\xc3\xa9 cygne cygnet swanfamily ocean atlanticocean amagansett li longisland ny newyork rachidh nature';b'DSC_0784';https://farm2.staticflickr.com/1865/43583106904_7c8233fd24_c.jpg;800;2354083.0
13;0;2018-08-09 10:44:17;0;0;b'Swan Family with Cygnets ~ Mute Swan ~ Cygnus olor ~ Cygne tubercul\xc3\xa9 ~ Amagansett, Long Island, New York.';2;0.0;0.0;0.0;1.0;408;44300200711;0;0;1;40.971937;2;-72.117519;47448228@N07;RachidH;UsWkV2FTUb_Geb4P;de9eb45588;1875;Cygnus olor;b'birds swan muteswan cygnusolor cygnetubercul\xc3\xa9 cygne cygnet swanfamily ocean atlanticocean amagansett li longisland ny newyork rachidh nature';b'DSC_0780';https://farm2.staticflickr.com/1875/44300200711_de9eb45588_c.jpg;800;2354083.0
13;0;2018-08-09 10:44:13;0;0;b'Swan Family with Cygnets ~ Mute Swan ~ Cygnus olor ~ Cygne tubercul\xc3\xa9 ~ Amagansett, Long Island, New York.';2;0.0;0.0;0.0;1.0;452;44300198461;0;0;1;40.971937;2;-72.117519;47448228@N07;RachidH;UsWkV2FTUb_Geb4P;5f5d488cfc;1892;Cygnus olor;b'birds swan muteswan cygnusolor cygnetubercul\xc3\xa9 cygne cygnet swanfamily ocean atlanticocean amagansett li longisland ny newyork rachidh nature';b'DSC_0778';https://farm2.staticflickr.com/1892/44300198461_5f5d488cfc_c.jpg;800;2354083.0
13;0;2018-08-09 10:44:08;0;0;b'Swan Family with Cygnets ~ Mute Swan ~ Cygnus olor ~ Cygne tubercul\xc3\xa9 ~ Amagansett, Long Island, New York.';2;0.0;0.0;0.0;1.0;424;44300196281;0;0;1;40.971937;2;-72.117519;47448228@N07;RachidH;UsWkV2FTUb_Geb4P;3bc7439a43;1841;Cygnus olor;b'birds swan muteswan cygnusolor cygnetubercul\xc3\xa9 cygne cygnet swanfamily ocean atlanticocean amagansett li longisland ny newyork rachidh nature';b'DSC_0774';https://farm2.staticflickr.com/1841/44300196281_3bc7439a43_c.jpg;800;2354083.0
13;0;2018-08-09 10:44:08;0;0;b'Swan Family with Cygnets ~ Mute Swan ~ Cygnus olor ~ Cygne tubercul\xc3\xa9 ~ Amagansett, Long Island, New York.';2;0.0;0.0;0.0;1.0;435;44300191111;0;0;1;40.971937;2;-72.117519;47448228@N07;RachidH;UsWkV2FTUb_Geb4P;defd0d2feb;1891;Cygnus olor;b'birds swan muteswan cygnusolor cygnetubercul\xc3\xa9 cygne cygnet swanfamily ocean atlanticocean amagansett li longisland ny newyork rachidh nature';b'DSC_0773';https://farm2.staticflickr.com/1891/44300191111_defd0d2feb_c.jpg;800;2354083.0
13;0;2018-08-09 10:43:57;0;0;b'Swan Family with Cygnets ~ Mute Swan ~ Cygnus olor ~ Cygne tubercul\xc3\xa9 ~ Amagansett, Long Island, New York.';2;0.0;0.0;0.0;1.0;413;43394195745;0;0;1;40.971937;2;-72.117519;47448228@N07;RachidH;UsWkV2FTUb_Geb4P;1bf9cb04e8;1870;Cygnus olor;b'birds swan muteswan cygnusolor cygnetubercul\xc3\xa9 cygne cygnet swanfamily ocean atlanticocean amagansett li longisland ny newyork rachidh nature';b'DSC_0772';https://farm2.staticflickr.com/1870/43394195745_1bf9cb04e8_c.jpg;800;2354083.0
13;0;2018-08-18 08:50:23;0;0;b'La parade en reflet';2;0.0;0.0;0.0;1.0;450;43208625325;0;0;1;48.341359999999995;0;2.767696;146232031@N02;dapal1677;2ue66tdTW7merLXWLQ;18951fdfba;1852;Cygnus olor;b'oiseau ornithologie bird birdpics biodiversit\xc3\xa9 aves animal vogel vog\xc3\xabl nature naturaleza danielpalacin';b'Cygne tubercul\xc3\xa9 - Cygnus olor - Mute Swan';https://farm2.staticflickr.com/1852/43208625325_18951fdfba_c.jpg;800;29329758.0
0;0;2018-07-03 20:42:11;0;0;b'Le Teich - Gironde - France';2;;;;;534;29116883097;0;0;1;0.0;0;0.0;117646794@N07;Alain-46;;1050f157ce;1778;Cygnus olor;b'cygnetubercul\xc3\xa9 cygnusolor muteswan ans\xc3\xa9riformes anatid\xc3\xa9s';b'Cygne tubercul\xc3\xa9 (dans la lumi\xc3\xa8re du soir) - Cygnus olor - Mute Swan';https://farm2.staticflickr.com/1778/29116883097_1050f157ce_c.jpg;800;
0;0;2018-08-05 10:22:09;0;0;b'';1;;;;;311;43950632681;0;0;1;0.0;0;0.0;150486191@N05;patricebabeux;;f432414b03;936;Cygnus olor;b'';b'Cygne tubercule\xcc\x81 EWF Refuge NJ 2018.08-6-1';https://farm1.staticflickr.com/936/43950632681_f432414b03_c.jpg;800;
0;0;2018-08-08 10:03:26;0;0;"b'<a href=""http://www.denisrebadj.com"" rel=""nofollow"">www.denisrebadj.com</a>\n\nPetite sortie matinale afin de tester le couple A7RIII + Tamron 150-600 G2 canon :D'";2;;;;;800;43025526395;0;0;1;0.0;0;0.0;68505880@N04;Denis.R;;f0d1bfcfdb;1839;Cygnus olor;b'sony a7riii alpha7riii tamron tamron150600 sp150600mmf563divcusdg2 metabonesmarkv france lorraine moselle lommerange denisr denisrebadj wwwdenisrebadjcom cygnetubercul\xc3\xa9 cygne cygnusolor muteswan libre sauvage free wildlife';b'Cygne tubercul\xc3\xa9 (Cygnus olor)  Mute Swan A7RIII';https://farm2.staticflickr.com/1839/43025526395_f0d1bfcfdb_c.jpg;534;
0;0;2018-04-24 17:18:31;0;0;b'Cygnus olor\nMute Swan\nH\xc3\xb6ckerschwan\nCisne Vulgar\n\xd0\x9b\xd0\xb5\xd0\xb1\xd0\xb5\xd0\xb4\xd1\x8c-\xd1\x88\xd0\xb8\xd0\xbf\xd1\x83\xd0\xbd\n\nMerci pour vos commentaires - Thank you for your comment';1;;;;;483;30041349728;0;0;1;0.0;0;0.0;107784905@N04;Patrick Monney;;fda4b00001;862;Cygnus olor;b'';b'Cygne tubercul\xc3\xa9 - Gletterens/Fribourg/CH_20180424_007-1';https://farm1.staticflickr.com/862/30041349728_fda4b00001_c.jpg;800;
0;0;2018-07-25 12:30:10;0;0;b'';1;;;;;534;41997826970;0;0;1;0.0;0;0.0;94411382@N02;Julie Cusson/MlleChouette;;555685aea8;861;Cygnus olor;b'voyagescapecodmassachussetts';b'Cygne tubercule\xcc\x81-2';https://farm1.staticflickr.com/861/41997826970_555685aea8_c.jpg;800;
0;0;2018-07-25 12:30:11;0;0;b'';1;;;;;534;42903428105;0;0;1;0.0;0;0.0;94411382@N02;Julie Cusson/MlleChouette;;7ac55b0f3d;858;Cygnus olor;b'voyagescapecodmassachussetts';b'Cygne tubercule\xcc\x81-3';https://farm1.staticflickr.com/858/42903428105_7ac55b0f3d_c.jpg;800;
0;0;2018-07-25 12:32:18;0;0;b'';1;;;;;800;41997823960;0;0;1;0.0;0;0.0;94411382@N02;Julie Cusson/MlleChouette;;5c3fe2a5a2;937;Cygnus olor;b'voyagescapecodmassachussetts';b'Cygne tubercule\xcc\x81-6';https://farm1.staticflickr.com/937/41997823960_5c3fe2a5a2_c.jpg;534;
0;0;2018-07-25 12:32:45;0;0;b'';1;;;;;534;42903425955;0;0;1;0.0;0;0.0;94411382@N02;Julie Cusson/MlleChouette;;bc6c65669b;933;Cygnus olor;b'voyagescapecodmassachussetts';b'Cygne tubercule\xcc\x81-7';https://farm1.staticflickr.com/933/42903425955_bc6c65669b_c.jpg;800;
0;0;2018-07-24 13:09:47;0;0;b'@ Rosem\xc3\xa8re, Canada';2;;;;;533;43765261671;0;0;1;0.0;0;0.0;62440012@N04;Sammyboy77;;7f128b80c1;1814;Cygnus olor;b'muteswan cygnetubercul\xc3\xa9 cygnusolor';b'Cygne tubercul\xc3\xa9 / Mute swan';https://farm2.staticflickr.com/1814/43765261671_7f128b80c1_c.jpg;800;
0;0;2018-07-10 12:53:46;0;0;b'Cygnus olor-swan-cygne tubercul\xc3\xa9\n \n\ntaken from the canoe';2;;;;;450;42859815125;0;0;1;0.0;0;0.0;163412234@N04;Bushcraft.Eure;;2ec077e831;1774;Cygnus olor;b'angel wings angelwings oldtown canoe canoeing riviere river eure normandie valleedeleure paddle clouds sky bateau arbre ciel eau pelouse rivi\xc3\xa8re normandy lac paysage day cygne wildlife green oss bif bird tree nature sony light for\xc3\xaat bois cr\xc3\xa9puscule sonya6000 sonye epz18105mmf4goss 18105mm calme swan oiseau flight animal anatidae cygnus oiseaux olor winged';b'3,2,1...';https://farm2.staticflickr.com/1774/42859815125_2ec077e831_c.jpg;800;
16;0;2018-07-30 14:11:55;0;0;b'Cygne tubercul\xc3\xa9 / Mute Swan / Cygnus olor\n\nSAINT-BONAVENTURE - Camping Domaine du Bassin - 860 rg du Bassin ';1;0.0;0.0;0.0;1.0;450;43698092492;0;0;1;45.999734000000004;0;-72.640378;119468907@N03;d.jauvin;hSjOzm5UVLx_Hy7B2Q;3754b90111;930;Cygnus olor;b'cygne qu\xc3\xa9bec cygnetubercul\xc3\xa9 muteswan cygnusolor';b'Cygne tubercule\xcc\x81_2A5A5531';https://farm1.staticflickr.com/930/43698092492_3754b90111_c.jpg;800;56619077.0
0;0;2016-08-12 15:19:37;0;0;b'Ao\xc3\xbbt 2016 - Lac de Massigineu-de-Rives';1;;;;;800;43567809922;0;0;1;0.0;0;0.0;158479886@N03;VictoryM;;85457d7d05;857;Cygnus olor;b'bird water white animal';b'Cygne tubercule - Cygnus olor';https://farm1.staticflickr.com/857/43567809922_85457d7d05_c.jpg;646;
0;0;2018-07-10 12:53:02;0;0;b'Cygnus olor-swan-cygne tubercul\xc3\xa9\n\ntaken from the canoe';1;;;;;450;42565834195;0;0;1;0.0;0;0.0;163412234@N04;Bushcraft.Eure;;b747a2c13a;833;Cygnus olor;b'angel wings angelwings oldtown canoe canoeing riviere river eure normandie valleedeleure paddle clouds sky bateau arbre ciel eau pelouse rivi\xc3\xa8re normandy lac paysage day cygne wildlife green oss bif bird tree nature sony light for\xc3\xaat bois cr\xc3\xa9puscule sonya6000 sonye epz18105mmf4goss 18105mm calme swan oiseau flight animal anatidae cygnus oiseaux olor';b'angel wings';https://farm1.staticflickr.com/833/42565834195_b747a2c13a_c.jpg;800;
0;0;2018-07-10 10:57:10;0;0;b'Cygnus olor-swan-cygne tubercul\xc3\xa9\n\nshot take from the canoe';2;;;;;301;42728818194;0;0;1;0.0;0;0.0;163412234@N04;Bushcraft.Eure;;4ded704484;1787;Cygnus olor;b'oldtown canoe canoeing riviere river eure normandie valleedeleure paddle clouds sky bateau arbre ciel eau pelouse rivi\xc3\xa8re normandy lac paysage day cygne wildlife green oss bif bird tree nature sony light for\xc3\xaat bois cr\xc3\xa9puscule sonya6000 sonye epz18105mmf4goss 18105mm calme swan oiseau flight animal anatidae cygnus oiseaux olor';b'Peaceful Normandy';https://farm2.staticflickr.com/1787/42728818194_4ded704484_c.jpg;800;
13;0;2018-05-08 11:04:40;0;0;"b""A deux, la d\xc3\xa9couverte de l'environnement c'est bien plus rassurant...""";1;0.0;0.0;0.0;1.0;413;28381713367;0;0;1;44.636576;0;-1.016092;62173370@N03;milvus09;XkkJL3lXUr5Y3os;af044fc980;841;Cygnus olor;b'cygnetubercul\xc3\xa9 cygnusolor muteswan ans\xc3\xa9riformes anatid\xc3\xa9s';b'Les jumeaux';https://farm1.staticflickr.com/841/28381713367_af044fc980_c.jpg;800;604612.0
16;0;2016-02-03 09:41:46;0;0;b'Le chant du cygne.';2;0.0;0.0;0.0;1.0;534;41403480270;0;0;1;47.507689;0;-2.729523;55865049@N07;chmeyer51;AMoWHn5QUL.Lc1QCoA;85c68918c5;1788;Cygnus olor;b'oiseau cygnetubercul\xc3\xa9 anatidae cygnusolor';b'2016.02.03 - 3183 - Cygne tubercul\xc3\xa9 Suscinio \xc2\xa9';https://farm2.staticflickr.com/1788/41403480270_85c68918c5_c.jpg;800;12591798.0
16;0;2018-05-28 11:22:48;0;0;b'Nachwuchs bei den Schw\xc3\xa4nen am Kleinen Parkteich im Schlosspark von Sondershausen. Die kleinen Schw\xc3\xa4ne sind 3 Tage alt.';2;0.0;0.0;0.0;1.0;450;42241393495;0;0;1;51.372985;0;10.870209;93243867@N00;Tobi NDH;LzDx98lXW79ZXMk;c0fb1caa1b;1770;Cygnus olor;b'schwan h\xc3\xb6ckerschwan cygnusolor muteswan witswaan kn\xc3\xb6lsvan knopsvane knobbelzwaan cygnets k\xc3\xbcken cisnebranco cisnevulgar cisnemudo cisneblanco cygnetubercul\xc3\xa9 cignoreale \xd0\xbb\xd0\xb5\xd0\xb1\xd0\xb5\xd0\xb4\xd1\x8c\xd1\x88\xd0\xb8\xd0\xbf\xd1\x83\xd0\xbd sessizku\xc4\x9fu \xc5\x82ab\xc4\x99d\xc5\xbaniemy crvenokljunilabud b\xc3\xbctyk\xc3\xb6shatty\xc3\xba knoppsvane leb\xc4\x83d\xc4\x83devar\xc4\x83 labodgrbec kyhmyjoutsen \xd0\xbb\xd0\xb5\xd0\xb1\xd1\x96\xd0\xb4\xd1\x8c\xd1\x88\xd0\xb8\xd0\xbf\xd1\x83\xd0\xbd wildlife nature';b'Familie Schwan';https://farm2.staticflickr.com/1770/42241393495_c0fb1caa1b_c.jpg;800;695476.0
0;0;2018-06-10 08:02:17;0;0;b'CYGNE TUBERCULE';2;;;;;533;42987845781;0;0;1;0.0;0;0.0;128534100@N06;62natisques;;b1e6198170;1773;Cygnus olor;b'';b'10062018-A25A7383';https://farm2.staticflickr.com/1773/42987845781_b1e6198170_c.jpg;800;
13;0;2018-05-07 10:17:27;0;0;b'et vint majestueusement \xc3\xa0 ma rencontre';2;0.0;0.0;0.0;1.0;610;41039821310;0;0;1;44.636027;0;-1.016092;62173370@N03;milvus09;XkkJL3lXUr5Y3os;52c29d8d76;1736;Cygnus olor;b'cygnetubercul\xc3\xa9 cygnusolor muteswan ans\xc3\xa9riformes anatid\xc3\xa9s';"b'Il me fit ""cygne""'";https://farm2.staticflickr.com/1736/41039821310_52c29d8d76_c.jpg;800;604612.0
0;0;2018-06-11 09:30:09;0;0;b'Cygne tubercul\xc3\xa9\nCygnus olor - Mute Swan\n\nSandbanks, Ontario\n\nBeau parc, beau camping, une petite famille de cygne tubercul\xc3\xa9, on a bien aimer les observer';1;;;;;450;42832752211;0;0;1;0.0;0;0.0;94890966@N08;boisvertvert1;;6fa37e3ffe;875;Cygnus olor;b'parcprovincialsandbanks ontario birds wildlife sable canada canon70d michelboisvert 2018 muteswan cygnetubercul\xc3\xa9';b'Sandbanks, On';https://farm1.staticflickr.com/875/42832752211_6fa37e3ffe_c.jpg;800;
0;0;2018-05-25 14:25:58;0;0;b'Cygne tubercul\xc3\xa9\nCygnus olor - Mute Swan\n';2;;;;;534;41875235795;0;0;1;0.0;0;0.0;67198109@N04;kryztophe;;2273216d9f;1734;Cygnus olor;b'mute swan cisne vulgar cisnemudo h\xc3\xb6ckerschwan b\xc3\xbctyk\xc3\xb6s hatty\xc3\xba \xd0\xbb\xd0\xb5\xd0\xb1\xd0\xb5\xd0\xb4\xd1\x8c\xd1\x88\xd0\xb8\xd0\xbf\xd1\x83\xd0\xbd \xe7\x96\xa3\xe9\xbc\xbb\xe5\xa4\xa9\xe9\xb9\x85 knobbelzwaan cigno reale kn\xc3\xb6lsvan knoppsvane \xc5\x82ab\xc4\x99d\xc5\xba niemy labu\xc5\xa5 ve\xc4\xbek\xc3\xa1 velk\xc3\xa1 knopsvane kyhmyjoutsen \xe3\x82\xb3\xe3\x83\x96\xe3\x83\x8f\xe3\x82\xaf\xe3\x83\x81\xe3\x83\xa7\xe3\x82\xa6 d7200 nikon sigma oiseau eau animal';b'_PIC0593';https://farm2.staticflickr.com/1734/41875235795_2273216d9f_c.jpg;800;
16;0;2018-06-08 08:17:58;0;0;b'El pozo de grava debe llenarse. La mitad ya est\xc3\xa1 llena. La vigilancia por parte del estado es limitada y, por lo tanto, quieren llenarla. Entonces tienen muy pocos esp\xc3\xadas para generar un consenso. Las personas que vienen aqu\xc3\xad son muy agradables para ver los pozos de grava, pero donde m\xc3\xa1s mueren.                               ';2;0.0;0.0;0.0;1.0;600;42698613981;0;0;1;50.988769;9;13.871811;30533963@N02;Bambizoe;kmy28xBXVbzbVcQ;90c2b69730;1728;Cygnus olor;b'dresde dresden dresdenzschieren zschieren zschierenerelbstrasedresden 2018 schw\xc3\xa4ne h\xc3\xb6ckerschwan cygnusolor muteswan labu\xc5\xa5velk\xc3\xa1 \xe7\x96\xa3\xe9\xbc\xbb\xe5\xa4\xa9\xe9\xb9\x85 \xd0\xbb\xd0\xb5\xd0\xb1\xd0\xb5\xd0\xb4\xd1\x8c\xd1\x88\xd0\xb8\xd0\xbf\xd1\x83\xd0\xbd kn\xc3\xb6lsvan kyhmyjoutsen cisnebranco \xc5\x82ab\xc4\x99d\xc5\xbaniemy knobbelzwaan \xe3\x82\xb3\xe3\x83\x96\xe3\x83\x8f\xe3\x82\xaf\xe3\x83\x81\xe3\x83\xa7\xe3\x82\xa6 b\xc3\xbctyk\xc3\xb6shatty\xc3\xba cygnetubercul\xc3\xa9 cignoreale knopsvane \xed\x98\xb9\xea\xb3\xa0\xeb\x8b\x88 \xd8\xaa\xd9\x85\xd8\xb5\xd8\xa7\xd9\x85\xd8\xaa cisneblanco kiesgrube gravelpit \xc5\xbcwirownia \xe7\xa0\x82\xe5\x88\xa9\xe6\x8e\xa1\xe5\x8f\x96\xe5\xa0\xb4 sorakuoppa gravera \xd0\xb3\xd1\x80\xd0\xb0\xd0\xb2\xd0\xb8\xd0\xb9\xd0\xbd\xd1\x8b\xd0\xb9\xd0\xba\xd0\xb0\xd1\x80\xd1\x8c\xd0\xb5\xd1\x80 \xe7\xa0\x82\xe7\x9f\xb3\xe5\x9d\x91 \xec\x9e\x90\xea\xb0\x88\xea\xb5\xac\xeb\x8d\xa9\xec\x9d\xb4 \xc5\xa1t\xc4\x9brkovna \xc3\xa7ak\xc4\xb1loca\xc4\x9f\xc4\xb1 grustag \xc5\xa1ljunkajama cava grindgroeve m\xc3\xb6lhola \xd7\x91\xd7\x95\xd7\xa8\xd7\x97\xd7\xa6\xd7\xa5 cascalheira';b'La gravera en Dresde Zschieren';https://farm2.staticflickr.com/1728/42698613981_90c2b69730_c.jpg;800;676425.0
0;0;2018-05-31 08:41:59;0;0;b'';2;;;;;500;41893685984;0;0;1;0.0;0;0.0;23429100@N07;6franc6;;6afdf4e683;1760;Cygnus olor;b'r\xc3\xa9serve scamandre mai 2018 occitanie languedoc gard 30 petitecamargue 6franc6';b'Cygne tubercule\xcc\x81 - IMBF0938';https://farm2.staticflickr.com/1760/41893685984_6afdf4e683_c.jpg;800;
0;0;2013-05-07 17:19:06;0;0;b'Olympus 70\xe2\x80\x91300mm f/4.0\xe2\x80\x915.6';2;;;;;602;41591608025;0;0;1;0.0;0;0.0;95020156@N02;Manuel A. M.;;00979a94c8;1730;Cygnus olor;b'olympuse620 olympus70\xe2\x80\x91300mmf40\xe2\x80\x9156 cygnusolor muteswan labu\xc5\xa5velk\xc3\xa1 h\xc3\xb6ckerschwan knopsvane kyhmyjoutsen cygnetubercul\xc3\xa9 hn\xc3\xba\xc3\xb0svanur cignoreale kobuhakuchou \xe3\x82\xb3\xe3\x83\x96\xe3\x83\x8f\xe3\x82\xaf\xe3\x83\x81\xe3\x83\xa7\xe3\x82\xa6 knobbelzwaan knoppsvane \xc5\x82ab\xc4\x99d\xc5\xbaniemy cisnevulgar \xd0\xbb\xd0\xb5\xd0\xb1\xd0\xb5\xd0\xb4\xd1\x8c\xd1\x88\xd0\xb8\xd0\xbf\xd1\x83\xd0\xbd labu\xc5\xa5ve\xc4\xbek\xc3\xa1 kn\xc3\xb6lsvan \xe7\x96\xa3\xe9\xbc\xbb\xe5\xa4\xa9\xe9\xb9\x85 cignemut anasolor ku\xc4\x9fu alittlebeauty coth coth5';b'Cisne (Cygnus olor)';https://farm2.staticflickr.com/1730/41591608025_00979a94c8_c.jpg;800;
0;0;2018-04-22 11:56:31;0;0;b'Cygnus olor-swan-cygne tubercul\xc3\xa9';2;;;;;219;40647992450;0;0;1;0.0;0;0.0;163412234@N04;Bushcraft.Eure;;8f55cac11c;1750;Cygnus olor;b'canoeday canoe day oldtown canoeing riviere river eure normandie valleedeleure paddle clouds sky bateau arbre ciel eau pelouse rivi\xc3\xa8re swan cygne wildlife green oiseau paysage oss bif bird flight animal tree nature sony normandy light for\xc3\xaat bois cr\xc3\xa9puscule sonya6000 sonye epz18105mmf4goss 18105mm blackandwhite lac';b'flying swan';https://farm2.staticflickr.com/1750/40647992450_8f55cac11c_c.jpg;800;
16;0;2018-05-26 06:21:22;0;0;b'';2;0.0;0.0;0.0;1.0;161;28493266428;0;0;1;48.780502;0;2.4536830000000003;21371584@N03;Michel NOËL 1,3 M + views .Thanks to visits;iJ8Tp5NUV7IEFOGpOw;c13df535b4;1732;Cygnus olor;b'cr\xc3\xa9teil\xc3\xaeledefrancefrance cygnetubercul\xc3\xa9 cygnusolor muteswan michelno\xc3\xabl';b'Cygne tubercul\xc3\xa9 - Cygnus olor - Mute Swan - Michel NOE\xcc\x88L \xc2\xa9 2018-8035.jpg';https://farm2.staticflickr.com/1732/28493266428_c13df535b4_c.jpg;800;55863461.0
16;0;2018-05-26 07:03:11;0;0;b'';2;0.0;0.0;0.0;1.0;534;41464313325;0;0;1;48.780316;0;2.448302;21371584@N03;Michel NOËL 1,3 M + views .Thanks to visits;iJ8Tp5NUV7IEFOGpOw;cd964781e6;1729;Cygnus olor;b'cr\xc3\xa9teil valdemarne \xc3\xaeledefrance france cygnetubercul\xc3\xa9 cygnusolor muteswan michelno\xc3\xabl';b'Cygne tubercul\xc3\xa9 - Cygnus olor - Mute Swan - Michel NOE\xcc\x88L \xc2\xa9 2018-8137.jpg';https://farm2.staticflickr.com/1729/41464313325_cd964781e6_c.jpg;800;55863461.0
16;0;2018-05-26 07:41:20;0;0;b'';2;0.0;0.0;0.0;1.0;553;41643614744;0;0;1;48.778463;0;2.44835;21371584@N03;Michel NOËL 1,3 M + views .Thanks to visits;iJ8Tp5NUV7IEFOGpOw;62ae7bacbe;1758;Cygnus olor;b'cr\xc3\xa9teil\xc3\xaeledefrancefrance cygnetubercul\xc3\xa9 cygnusolor muteswan michelno\xc3\xabl';b'Cygne tubercul\xc3\xa9 - Cygnus olor - Mute Swan - Michel NOE\xcc\x88L \xc2\xa9 2018-8254.jpg';https://farm2.staticflickr.com/1758/41643614744_62ae7bacbe_c.jpg;800;55863461.0
16;0;2018-05-26 07:44:09;0;0;b'';2;0.0;0.0;0.0;1.0;446;40559111940;0;0;1;48.778802;0;2.448388;21371584@N03;Michel NOËL 1,3 M + views .Thanks to visits;iJ8Tp5NUV7IEFOGpOw;2729588e2c;1734;Cygnus olor;b'cr\xc3\xa9teil\xc3\xaeledefrancefrance cygnetubercul\xc3\xa9 cygnusolor muteswan michelno\xc3\xabl';b'Cygne tubercul\xc3\xa9 - Cygnus olor - Mute Swan - Michel NOE\xcc\x88L \xc2\xa9 2018-8268.jpg';https://farm2.staticflickr.com/1734/40559111940_2729588e2c_c.jpg;800;55863461.0
16;0;2018-05-26 08:17:30;0;0;b'';1;0.0;0.0;0.0;1.0;412;27496983057;0;0;1;48.776763;0;2.448388;21371584@N03;Michel NOËL 1,3 M + views .Thanks to visits;iJ8Tp5NUV7IEFOGpOw;a301c89982;889;Cygnus olor;b'cr\xc3\xa9teil valdemarne \xc3\xaeledefrance france cygnetubercul\xc3\xa9cygnusolormuteswanmichelno\xc3\xabl';b'Cygne tubercul\xc3\xa9 - Cygnus olor - Mute Swan - Michel NOE\xcc\x88L \xc2\xa9 2018-8290.jpg';https://farm1.staticflickr.com/889/27496983057_a301c89982_c.jpg;800;55863461.0
16;0;2018-05-26 08:17:29;0;0;b'';1;0.0;0.0;0.0;1.0;534;42366488461;0;0;1;48.776763;0;2.448388;21371584@N03;Michel NOËL 1,3 M + views .Thanks to visits;iJ8Tp5NUV7IEFOGpOw;fc07c37a9b;902;Cygnus olor;b'cr\xc3\xa9teil\xc3\xaeledefrancefrance cygnetubercul\xc3\xa9 cygnusolor muteswan michelno\xc3\xabl';b'- Cygne tubercul\xc3\xa9 - Cygnus olor - Mute Swan - Michel NOE\xcc\x88L \xc2\xa9 2018-8285.jpg';https://farm1.staticflickr.com/902/42366488461_fc07c37a9b_c.jpg;800;55863461.0
